"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"Newtown","0900152980","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",152
"Newtown","0900152980","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",6185
"Newtown","0900152980","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",9
"Newtown","0900152980","2010-2014","Living with One Parent","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2010-2014","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newtown","0900152980","2010-2014","Living with Two Parents","All","Percent","Margins of Error",0.04
"Newtown","0900152980","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0
"Newtown","0900152980","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",13.01
"Newtown","0900152980","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.14
"Newtown","0900152980","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",86.99
"Newtown","0900152980","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.13
"Newtown","0900152980","2011-2015","All","All","Number","Margins of Error",301
"Newtown","0900152980","2011-2015","Living with One Parent","All","Number","Margins of Error",225.3
"Newtown","0900152980","2011-2015","Living with One Parent","Not in Work Force","Number","Margins of Error",107.22
"Newtown","0900152980","2011-2015","Living with Two Parents","All","Number","Margins of Error",442.67
"Newtown","0900152980","2011-2015","Living with Two Parents","Not in Work Force","Number","Margins of Error",30.41
"Newtown","0900152980","2011-2015","All","All","Number","Non-Working Parents",7120
"Newtown","0900152980","2011-2015","Living with One Parent","All","Number","Non-Working Parents",975
"Newtown","0900152980","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",142
"Newtown","0900152980","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",6145
"Newtown","0900152980","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",19
"Newtown","0900152980","2011-2015","Living with One Parent","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2011-2015","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newtown","0900152980","2011-2015","Living with Two Parents","All","Percent","Margins of Error",0.05
"Newtown","0900152980","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0
"Newtown","0900152980","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",13.69
"Newtown","0900152980","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.99
"Newtown","0900152980","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",86.31
"Newtown","0900152980","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.27
"Newtown","0900152980","2012-2016","All","All","Number","Margins of Error",285
"Newtown","0900152980","2012-2016","Living with One Parent","All","Number","Margins of Error",259.33
"Newtown","0900152980","2012-2016","Living with One Parent","Not in Work Force","Number","Margins of Error",121.73
"Newtown","0900152980","2012-2016","Living with Two Parents","All","Number","Margins of Error",387.11
"Newtown","0900152980","2012-2016","Living with Two Parents","Not in Work Force","Number","Margins of Error",47.41
"Newtown","0900152980","2012-2016","All","All","Number","Non-Working Parents",6972
"Newtown","0900152980","2012-2016","Living with One Parent","All","Number","Non-Working Parents",1151
"Newtown","0900152980","2012-2016","Living with One Parent","Not in Work Force","Number","Non-Working Parents",170
"Newtown","0900152980","2012-2016","Living with Two Parents","All","Number","Non-Working Parents",5821
"Newtown","0900152980","2012-2016","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",41
"Newtown","0900152980","2012-2016","Living with One Parent","All","Percent","Margins of Error",0.04
"Newtown","0900152980","2012-2016","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newtown","0900152980","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.04
"Newtown","0900152980","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",16.51
"Newtown","0900152980","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.44
"Newtown","0900152980","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",83.49
"Newtown","0900152980","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.59
"Newtown","0900152980","2013-2017","All","All","Number","Margins of Error",260
"Newtown","0900152980","2013-2017","Living with One Parent","All","Number","Margins of Error",300.22
"Newtown","0900152980","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",115.61
"Newtown","0900152980","2013-2017","Living with Two Parents","All","Number","Margins of Error",371.77
"Newtown","0900152980","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",38.83
"Newtown","0900152980","2013-2017","All","All","Number","Non-Working Parents",6772
"Newtown","0900152980","2013-2017","Living with One Parent","All","Number","Non-Working Parents",1328
"Newtown","0900152980","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",169
"Newtown","0900152980","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",5444
"Newtown","0900152980","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",40
"Newtown","0900152980","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.04
"Newtown","0900152980","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"Newtown","0900152980","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.05
"Newtown","0900152980","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",19.61
"Newtown","0900152980","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.5
"Newtown","0900152980","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",80.39
"Newtown","0900152980","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.59
"Newtown","0900152980","2014-2018","All","All","Number","Margins of Error",263
"Newtown","0900152980","2014-2018","Living with One Parent","All","Number","Margins of Error",233.23
"Newtown","0900152980","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",50.08
"Newtown","0900152980","2014-2018","Living with Two Parents","All","Number","Margins of Error",382.32
"Newtown","0900152980","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",48.76
"Newtown","0900152980","2014-2018","All","All","Number","Non-Working Parents",6570
"Newtown","0900152980","2014-2018","Living with One Parent","All","Number","Non-Working Parents",1068
"Newtown","0900152980","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",96
"Newtown","0900152980","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",5502
"Newtown","0900152980","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",51
"Newtown","0900152980","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.03
"Newtown","0900152980","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.05
"Newtown","0900152980","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",16.26
"Newtown","0900152980","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.46
"Newtown","0900152980","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",83.74
"Newtown","0900152980","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.78
"Newtown","0900152980","2015-2019","All","All","Number","Margins of Error",245
"Newtown","0900152980","2015-2019","Living with One Parent","All","Number","Margins of Error",236.58
"Newtown","0900152980","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",55.52
"Newtown","0900152980","2015-2019","Living with Two Parents","All","Number","Margins of Error",418.72
"Newtown","0900152980","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",45.28
"Newtown","0900152980","2015-2019","All","All","Number","Non-Working Parents",6305
"Newtown","0900152980","2015-2019","Living with One Parent","All","Number","Non-Working Parents",890
"Newtown","0900152980","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",70
"Newtown","0900152980","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",5415
"Newtown","0900152980","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",39
"Newtown","0900152980","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.04
"Newtown","0900152980","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.06
"Newtown","0900152980","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"Newtown","0900152980","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",14.12
"Newtown","0900152980","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.11
"Newtown","0900152980","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",85.88
"Newtown","0900152980","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.62
"Norfolk","0900553470","2006-2010","All","All","Number","Margins of Error",73
