"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"New Hartford","0900551350","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.06
"New Hartford","0900551350","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"New Hartford","0900551350","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",14.85
"New Hartford","0900551350","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",85.15
"New Hartford","0900551350","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2009-2013","All","All","Number","Margin of Error",227.67
"New Hartford","0900551350","2009-2013","Living with One Parent","All","Number","Margin of Error",93.68
"New Hartford","0900551350","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",34
"New Hartford","0900551350","2009-2013","Living with Two Parents","All","Number","Margin of Error",239.83
"New Hartford","0900551350","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.04
"New Hartford","0900551350","2009-2013","All","All","Number","Non-Working Parents",1642
"New Hartford","0900551350","2009-2013","Living with One Parent","All","Number","Non-Working Parents",161
"New Hartford","0900551350","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",1481
"New Hartford","0900551350","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.06
"New Hartford","0900551350","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Hartford","0900551350","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.08
"New Hartford","0900551350","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"New Hartford","0900551350","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",9.81
"New Hartford","0900551350","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",90.19
"New Hartford","0900551350","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2010-2014","All","All","Number","Margin of Error",250.77
"New Hartford","0900551350","2010-2014","Living with One Parent","All","Number","Margin of Error",122.79
"New Hartford","0900551350","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",34
"New Hartford","0900551350","2010-2014","Living with Two Parents","All","Number","Margin of Error",257.5
"New Hartford","0900551350","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.04
"New Hartford","0900551350","2010-2014","All","All","Number","Non-Working Parents",1593
"New Hartford","0900551350","2010-2014","Living with One Parent","All","Number","Non-Working Parents",202
"New Hartford","0900551350","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",1391
"New Hartford","0900551350","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.07
"New Hartford","0900551350","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Hartford","0900551350","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.09
"New Hartford","0900551350","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"New Hartford","0900551350","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",12.68
"New Hartford","0900551350","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",87.32
"New Hartford","0900551350","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2011-2015","All","All","Number","Margin of Error",264.97
"New Hartford","0900551350","2011-2015","Living with One Parent","All","Number","Margin of Error",140.8
"New Hartford","0900551350","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",34
"New Hartford","0900551350","2011-2015","Living with Two Parents","All","Number","Margin of Error",270.57
"New Hartford","0900551350","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.04
"New Hartford","0900551350","2011-2015","All","All","Number","Non-Working Parents",1560
"New Hartford","0900551350","2011-2015","Living with One Parent","All","Number","Non-Working Parents",228
"New Hartford","0900551350","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",1332
"New Hartford","0900551350","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"New Hartford","0900551350","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.09
"New Hartford","0900551350","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Hartford","0900551350","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.1
"New Hartford","0900551350","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"New Hartford","0900551350","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",14.62
"New Hartford","0900551350","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"New Hartford","0900551350","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",85.38
"New Hartford","0900551350","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"New Haven","0900952070","2006-2010","All","All","Number","Margin of Error",998.18
"New Haven","0900952070","2006-2010","Living with One Parent","All","Number","Margin of Error",891.7
"New Haven","0900952070","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",688.75
"New Haven","0900952070","2006-2010","Living with Two Parents","All","Number","Margin of Error",858.02
"New Haven","0900952070","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",139.79
"New Haven","0900952070","2006-2010","All","All","Number","Non-Working Parents",27235
"New Haven","0900952070","2006-2010","Living with One Parent","All","Number","Non-Working Parents",16109
"New Haven","0900952070","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",3717
"New Haven","0900952070","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",11126
"New Haven","0900952070","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",214
"New Haven","0900952070","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.02
"New Haven","0900952070","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Haven","0900952070","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Haven","0900952070","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"New Haven","0900952070","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",59.15
"New Haven","0900952070","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",13.65
"New Haven","0900952070","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",40.85
"New Haven","0900952070","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.79
"New Haven","0900952070","2007-2011","All","All","Number","Margin of Error",1017.79
"New Haven","0900952070","2007-2011","Living with One Parent","All","Number","Margin of Error",903.47
"New Haven","0900952070","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",602.07
"New Haven","0900952070","2007-2011","Living with Two Parents","All","Number","Margin of Error",911.84
"New Haven","0900952070","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",138.84
"New Haven","0900952070","2007-2011","All","All","Number","Non-Working Parents",27205
"New Haven","0900952070","2007-2011","Living with One Parent","All","Number","Non-Working Parents",16637
"New Haven","0900952070","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",3495
"New Haven","0900952070","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",10568
"New Haven","0900952070","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",181
"New Haven","0900952070","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.02
"New Haven","0900952070","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"New Haven","0900952070","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.03
"New Haven","0900952070","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"New Haven","0900952070","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",61.15
"New Haven","0900952070","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",12.85
"New Haven","0900952070","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",38.85
"New Haven","0900952070","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.67
"New Haven","0900952070","2008-2012","All","All","Number","Margin of Error",1174.13
"New Haven","0900952070","2008-2012","Living with One Parent","All","Number","Margin of Error",973.11
"New Haven","0900952070","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",613.2
"New Haven","0900952070","2008-2012","Living with Two Parents","All","Number","Margin of Error",850.87
"New Haven","0900952070","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",100.22
"New Haven","0900952070","2008-2012","All","All","Number","Non-Working Parents",27699
"New Haven","0900952070","2008-2012","Living with One Parent","All","Number","Non-Working Parents",17282
"New Haven","0900952070","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",3524
"New Haven","0900952070","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",10417
"New Haven","0900952070","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",130
